order_id,date_case,country,area,location,type,activity,species
4537.0,2003.06.24,USA,Florida,"Cocoa Beach, Brevard County",Unprovoked,Standing,“small brown shark”
4536.0,2003.06.24,USA,Hawaii,"Makua Beach, Oahu",Unprovoked,Swimming with pod of dolphins,3.7 m to 4.3 m [12' to 14'] shark
4535.0,2003.06.22,USA,Johnston Atoll,,Unprovoked,Swimming,unidentified species
4534.0,2003.06.19,USA,North Carolina,"Masonboro Island, New Hanover County",Unprovoked,Surfing ,"""sand shark"""
4533.0,2003.06.08,USA,Florida,"Ponce Inlet, Volusia County",Unprovoked,Surfing,
4532.0,2003.06.00,USA,South Carolina,"Pawleys Island, Georgetown County",Invalid,Swimming,not valid
4531.0,2003.05.25,USA,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",Unprovoked,Surfing,
4530.0,2003.05.14,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Unprovoked,Wading,3' to 5' shark
4529.0,2003.05.10,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Unprovoked,Swimming,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark
4528.0,2003.05.07,USA,Florida,"New Smyrna Beach, Volusia County",Provoked,Surfing,4' to 5' shark
4527.0,2003.05.03,USA,Florida,"Daytona Beach Shores, Volusia County",Unprovoked,Walking,
4526.0,2003.05.00,PHILIPPINES,Baatan,Limay,Unprovoked,,white shark
4525.0,2003.04.26,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Provoked,Killing  sharks,
4524.0,2003.04.25,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Unprovoked,Swimming ,
4523.0,2003.04.23,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",Unprovoked,Surfing,bull shark
4522.0,2003.04.23,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Unprovoked,Swimming,
4521.0,2003.04.21,USA,Florida,"Melbourne Beach, Brevard County ",Unprovoked,Surfing,unidentified species
4520.0,2003.04.21,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County ",Unprovoked,Surfing,unidentified species
4519.0,2003.04.20,USA,Florida,"Playalinda Beach, Brevard County",Unprovoked,Surfing,unidentified species
4518.0,2003.04.20,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",Unprovoked,Surfing,0.9 m to 1.2 m [3' to 4'] shark
4517.0,2003.04.20,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,unidentified species
4516.0,2003.04.19,USA,Florida,"New Smyrna Beach, Volusia County  ",Unprovoked,Jumping,a “small” shark
4515.0,2003.04.18,USA,Florida,"North Beach, Patrick AFB, Brevard County",Unprovoked,Surfing,unidentified species
4514.0,2003.04.15,USA,Florida,"Cocoa Beach, Brevard County",Unprovoked,Swimming (using a float),"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee"
4513.0,2003.04.11,VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita",Unprovoked,Surfing,"mako shark, 3 m [10']"
4512.0,2003.04.09,USA,Florida,"Melbourne Beach, Brevard County",Unprovoked,Surfing,
4511.0,2003.04.04,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,4' to 5' shark
4510.0,2003.03.10,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Provoked,Petting captive sharks,60 cm [2'] captive shark
4509.0,2003.02.27,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,Unprovoked,Scuba diving,2.5 m [8.25'] white shark
4508.0,2003.02.15,AUSTRALIA,South Australia,"Goolwa Beach, Fleurieu Peninsula",Unprovoked,Wading,"""a small shark"""
4507.0,2003.02.15,USA,Florida,"Jupiter, Palm Beach County",Unprovoked,Swimming,species unidentified
4506.0,2003.02.11,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",Unprovoked,Swimming,thought to involve a 2 m [6.75'] grey nurse shark
4505.0,2003.02.08,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,Unprovoked,Swimming,thought to involve a >2 m [6.75'] bull shark
4504.0,2003.01.17,SOUTH AFRICA,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",Invalid,Unknown,not valid
4503.0,2003.01.03,COSTA RICA,North Pacific coast,Playa Tamarindo ,Unprovoked,Surfing,"bull shark, 7'"
4502.0,2003.01.02,AUSTRALIA,Western Australia,Left break at the ‘Hot Spot’ at Sheringa Beach,Unprovoked,Surfing,"bronze whaler shark, 2.5 m [8.25']"
4501.0,2002.12.29,AUSTRALIA,Queensland,Great Barrier Reef  (near Upolu Bay),Unprovoked,Snorkeling,reported to involve a hammerhead shark
4500.0,2002.12.24,SOUTH AFRICA,Western Cape Province,Scarborough,Unprovoked,Snorkeling,"white shark, 4 m white shark"
4499.0,2002.12.21,AUSTRALIA,Queensland,Depth of 40 m on the wreck of the St. Paul off Brisbane,Unprovoked,Scuba diving,"wobbegong shark, 1m"
4498.0,2002.12.20,AUSTRALIA,Queensland,Golden Beach,Invalid,Swimming,not valid
4497.0,2002.12.16,AUSTRALIA,Queensland,Miami Lake,Unprovoked,Swimming,bull shark
4496.0,2002.12.01,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Unprovoked,Surfing,
4495.0,2002.11.28,MICRONESIA,Caroline Islands,"Pision Reef, Truk",Unprovoked,Scuba diving,blacktip shark
4494.0,2002.11.28,USA,California,"Salmon Creek, Sonoma County",Unprovoked,Body boarding,3 m to 4.5 m [10' to 15'] white shark
4493.0,2002.11.17,USA,Hawaii,Ka'anapali,Unprovoked,Swimming,2.4 m to 3 m [8' to 10'] grey colored shark
4492.0,2002.11.14,TURKS & CAICOS,Caicos Bank,French Cay,Unprovoked,Snorkeling,1.8 m to 2.1 m [6' to 7']  caribbean reef shark
4491.0,2002.11.11,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Unprovoked,Surfing,6' shark
4490.0,2002.11.02,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Boogie boarding,3' to 4' shark
4489.0,2002.11.00,FRENCH POLYNESIA,Society Islands,Tetiaroa,Unprovoked,"Fishing, standing in 2' of water",
4488.0,2002.10.30,USA,Hawaii,"Kama'ole Beach Park I, Kihei, Maui",Unprovoked,Swimming,a “small” shark
4487.0,2002.10.14,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City, Recife",Unprovoked,Swimming,possibly a bull shark or tiger shark
4486.0,2002.10.11,USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Unprovoked,Surfing,
4485.0,2002.10.05,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,blacktip or spinner shark
4484.0,2002.10.05,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,3.5' to 4.5' shark
4483.0,2002.10.03,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,3.5' to 4' shark
4482.0,2002.09.30,USA,Florida,"Ormond Beach, Volusia County",Unprovoked,Surfing,4' to 5' shark
4481.0,2002.09.29,USA,Florida,"Sebastian Inlet, Brevard County",Unprovoked,Surfing,
4480.0,2002.09.27,USA,Hawaii,"Kahala, O'ahu",Unprovoked,Fishing from Surfboard,1.2 m [4'] blacktip shark
4479.0,2002.09.27,USA,Florida,"Key Largo, Monroe County",Provoked,Fishing,1.8 m [6'] blacktip shark
4478.0,2002.09.27,TONGA,Vava'u,Swimming with humpback whales,Provoked,Swimming,"tiger shark, 1.5 m [5']k"
4477.0,2002.09.21,USA,Oregon,Cape Kiwanda,Unprovoked,Boogie boarding or Surfing,2.4 m [8'] shark
4476.0,2002.09.21,USA,California,"Moonstone Beach, Humboldt County",Unprovoked,Surfing,3 m to 3.7 m [10' to 12'] shark
4475.0,2002.09.16,BRAZIL,Pernambuco,"Piedade Beach, Jaboatão dos Guararapes City",Unprovoked,Swimming,bull or tiger shark
4474.0,2002.09.16,USA,Hawaii,"Hideaways Beach, Princeville, Kaua'i",Unprovoked,Body boarding,
4473.0,2002.09.13,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Unprovoked,Surf skiing,white shark
4472.0,2002.09.09,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Unprovoked,Boogie boarding,4' to 6' shark
4471.0,2002.09.05,USA,Florida,"Daytona Beach Shores, Volusia County",Provoked,"Wading, when he stepped on the shark",1' to 2' hammerhead or bonnethed shark
4470.0,2002.08.28,USA,Hawaii,"Kewalo Basin Channel, O'ahu",Unprovoked,Surfing,"tiger shark, 2.4 m to 3 m [8' to 10']"
4469.0,2002.08.17,USA,Alabama,"Gulf of Mexico, 65 miles offshore from Mobile",Unprovoked,Swimming,
4468.0,2002.08.14,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,0.9 m  to 1.2 m [3' to 4'] shark
4467.0,2002.08.11,USA,Florida,"Vero Beach, Indian River County",Unprovoked,Surfing,"nurse shark, 1.5 m [5']"
4466.0,2002.08.07,USA,Florida,"Ponce De Leon Inlet, Volusia County",Unprovoked,Standing,
4465.0,2002.08.06,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",Provoked,Diving,"sandtiger shark, 3 m [10']"
4464.0,2002.08.05,USA,North Carolina,"Topsail Beach, Pender County",Unprovoked,Standing,1.2 m to 1.5 m [4' to 5'] shark
4463.0,2002.07.26,USA,South Carolina,"Myrtle Beach, Horry County",Unprovoked,Surfing,1.2 m [4'] blacktip or sandbar shark
4462.0,2002.07.20,USA,North Carolina,"Emerald Isle, Carteret County",Unprovoked,Swimming,"bull shark, 1.8 m to 2.1 m [6' to 7']"
4461.0,2002.07.10,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Provoked,Surfing,
4460.0,2002.07.09,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",Provoked,Shark Fishing,"mako shark, 400-lb"
4459.0,2002.07.09,BRAZIL,Pernambuco,"Piedade Beach, Recife",Unprovoked,Surfing,bull or tiger shark
4458.0,2002.07.04,USA,North Carolina,"Wrightsville Beach, New Hanover County",Unprovoked,Standing,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark"
4457.0,2002.06.20,AUSTRALIA,Queensland,Sunshine Beach,Unprovoked,Surfing,
4456.0,2002.06.20,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Swimming,
4455.0,2002.06.16,INDONESIA,,"Shark caught in Indonesia, offloaded to trawler that docked at Samut Prakan, 20 miles south of Bangkok, Thailand",Invalid,,not valid
4454.0,2002.06.13,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain",Unprovoked,,
4453.0,2002.06.13,PAPUA NEW GUINEA,Louisiade Archipelago,"Gawa Reefs, Sudest Island",Unprovoked,Attempting to retreive a dinghy,
4452.0,2002.06.11,USA,Hawaii,"Anini Beach, Kaua'i",Unprovoked,Sitting on surfboard,"tiger shark, 2.4 m to 2.7 m [8' to 9']"
4451.0,2002.06.11,USA,Florida,"St Augustine Beach, St Johns County",Unprovoked,Surfing,0.9 m to 1.2 m [3' to 4'] shark; tooth fragment recovered from hand
4450.0,2002.06.09,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Unprovoked,Surfing,
4449.0,2002.06.09,USA,Florida,"Jensen Beach, Martin County ",Unprovoked,Swimming,
4448.0,2002.06.03,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,Unprovoked,Snorkeling (filming the sardine run),1.5 to 2.5 m [5' to 8.25'] copper shark
4447.0,2002.05.31,USA,California,"Stinson Beach, Marin County",Unprovoked,Surfing,3.7 m to 4.3 m [12' to 14'] white shark
4446.0,2002.05.31,USA,Florida,"St. George Island (near Apachicola), Franklin County",Unprovoked,Floating on a raft,1 m  shark
4445.0,2002.05.22,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island ",Provoked,"Fishing, removing the shark from his line",3' blacktip shark
4444.0,2002.05.22,USA,Florida,"Atlantic Avenue, Palm Beach County",Unprovoked,Playing in the surf with his 2 dogs,
4443.0,2002.05.21,COSTA RICA,Guanacaste,Playa Grande,Unprovoked,Surfing,"bull shark, 1.8 m to 2.1 m [6' to 7']"
4442.0,2002.05.21,PAPUA NEW GUINEA,Milne Bay Province,Tewatewa Island,Unprovoked,Collecting beche-de-mer,
4441.0,2002.05.13,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",Unprovoked,Fishing,2.1 m to 2.4 m [7' to 8'] shark
4440.0,2002.05.10,BRAZIL,Pernambuco,"Pina, Recife",Unprovoked,Surfing,
4439.0,2002.05.07,AUSTRALIA,Northern Territory,Darwin,Provoked,Fishing from prawn trawler,
4438.0,2002.04.30,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",Unprovoked,Scallop diving (using surface-supplied air & a POD) ,"white shark, 6m [20']"
4437.0,2002.04.21,AUSTRALIA,New South Wales,26 nautical miles out to sea off Lake Macquarie,Invalid,Fishing (Drowned 2-Apr-2002),invalid
4436.0,2002.04.20,USA,Florida,"St. Augustine Beach, St. Johns County",Unprovoked,"Surfing, but standing in water alongside board",1.2 m [4'] shark
4435.0,2002.04.18,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
4434.0,2002.04.12,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Unprovoked,Swimming,
4433.0,2002.04.09,BAHAMAS,Abaco Islands,Walkers Cay,Unprovoked,Standing,"bull shark, 400-lb"
4432.0,2002.04.02,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Wading,3'  shark
4431.0,2002.04.01,USA,Florida,"Lauderdale-By-The-Sea, Broward County",Unprovoked,Swimming / Wading,0.9 m [3'] shark
4430.0,2002.03.25,USA,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Unprovoked,Body-boarding,tiger shark
4429.0,2002.03.25,USA,Florida,"Cocoa Beach, Brevard County",Unprovoked,Wading,
4428.0,2002.03.24,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Unprovoked,Swimming,
4427.0,2002.03.19,USA,Florida,"Daytona Beach Shores, Volusia County",Unprovoked,Swimming /  boogie boarding,4' shark
4426.0,2002.03.15,USA,Florida,"Deerfield Beach (near Boca Raton), Broward County",Unprovoked,Snorkeling,"nurse shark, 1m"
4425.0,2002.03.15,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,"spinner shark, 3' to 4'"
4424.0,2002.03.03,NEW CALEDONIA,Loyalty Islands,Lifou,Invalid,Spearfishing,shark involvement prior to death unconfired
4423.0,2002.02.23,TURKS & CAICOS,,,Unprovoked,Capsized fishing boat,
4422.0,2002.02.16,AUSTRALIA,Queensland,Sunshine Beach,Unprovoked,Surfing,"1.5 m [5'] ""whaler shark"""
4421.0,2002.02.11,FIJI,Cikobia Island (north of Vanua Levu),,Unprovoked,,
4420.0,2002.02.07,AUSTRALIA,New South Wales,Paramatta River (near Sydney),Boating,Kayaking,c. leucas tooth fragment recovered from kayak
4419.0,2002.01.30,AUSTRALIA,New South Wales,Just north of Fingal Spit,Unprovoked,Surfing,"tiger shark, 3 m [10']"
4418.0,2002.01.30,AUSTRALIA,Western Australia,Collie River ,Unprovoked,Swimming,
4417.0,2002.01.04,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,Unprovoked,Fishing,zambesi shark?
4416.0,2002.01.03,BRAZIL,Pernambuco,Candeias,Unprovoked,Swimming,
4415.0,2002.01.01,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Unprovoked,Surf skiing,unidentified
4414.0,2002.01.01,USA,Hawaii,"Olowalu, Maui",Unprovoked,Snorkeling,"tiger shark, 1.8 m [6']"
4413.0,2001.12.21,AUSTRALIA,Western Australia,"Honeycombs, 250 km south of Perth",Invalid,Surfing,
4412.0,2001.11.23,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",Unprovoked,Surfing,bronze whaler shark
4411.0,2001.11.14,USA,Hawaii,"Kapalua, Maui",Unprovoked,Surfing,
4410.0,2001.11.07,AUSTRALIA,Western Australia,"Leighton Beach, south of North Cottesloe",Invalid,Surf-skiing,
4409.0,2001.10.07,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,Unprovoked,Kite-Boarding,"mako shark, 2 m [6.75']"
4408.0,2001.10.02,AUSTRALIA,Queensland,200 miles offshore,Unprovoked,Snorkeling,bronze whaler shark?
4407.0,2001.09.30,MEXICO,Guerrero,Ixtapa,Unprovoked,Body surfing,"tiger shark, 1.8 m [6']"
4406.0,2001.09.30,AUSTRALIA,Queensland,"Moreton Bay, NE of Brisbane ",Boating,,4 m [13'] white shark
4405.0,2001.09.24,USA,Florida,"Ponce Inlet, Volusia County",Provoked,"Surfing, fell off surfboard & stepped on the shark.",4' shark
4404.0,2001.09.18,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
4403.0,2001.09.16,USA,Florida,"2 miles off Pompano Beach, Broward County",Invalid,Wreck / Technical diving,questionable incident - shark bite may have precipitated drowning
4402.0,2001.09.15,USA,Florida,A quarter mile north of Fort Pierce Inlet,Unprovoked,Boogie boarding,2' to 3.5' shark
4401.0,2001.09.15,USA,North Carolina,"North Topsail Beach, Onslow County",Unprovoked,Surfing,
4400.0,2001.09.13,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",Provoked,Diving,12' sandtiger shark
4399.0,2001.09.08,USA,Florida,"Everglades National Park, Monroe County",Provoked,Fishing,
4398.0,2001.09.07,USA,Florida,"Key Biscayne, Dade County",Unprovoked,Walking in shallows,
4397.0,2001.09.07,USA,South Carolina,"Waites Island, Horry County",Invalid,Swimming,not valid
4396.0,2001.09.03,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Unprovoked,Swimming ,a large white shark was filmed by divers on a local wreck 2 days prior to the incident.
4395.0,2001.09.03,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Unprovoked,Swimming,a large white shark was filmed by divers on a local wreck 2 days prior to the incident.
4394.0,2001.09.02,USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Unprovoked,Wading,1.5 m [5'] shark
4393.0,2001.09.01,USA,Virginia,"Sandbridge Beach, Princess Anne County",Unprovoked,Swimming ,bull shark
4392.0,2001.08.31,BAHAMAS,Abaco Islands,North of Grand Cay,Unprovoked,Spearfishing,3 m [10'] bull shark
4391.0,2001.08.29,USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",Unprovoked,Standing,
4390.0,2001.08.27,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Wading,
4389.0,2001.08.26,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Boogie Boarding,
4388.0,2001.08.25,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Boogie Boarding,
4387.0,2001.08.22,USA,Florida,"Daytona, Volusia County ",Unprovoked,Surfing,a small shark
4386.0,2001.08.21,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
4385.0,2001.08.19,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
4384.0,2001.08.19,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
4383.0,2001.08.19,USA,Florida,"Wilbur-by-the-Sea, Volusia County",Unprovoked,Surfing,
4382.0,2001.08.18,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,possibly  a blacktip or spinner shark
4381.0,2001.08.18,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,"3' shark, possibly  a blacktip or spinner shark"
4380.0,2001.08.18,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,"blacktip shark, 5' to 6'"
4379.0,2001.08.16,BAHAMAS,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",Unprovoked,Spearfishing,1.9 m [6.5'] bull shark
4378.0,2001.08.12,THAILAND,Rayong Province,Laem Mae Pim Beach,Unprovoked,Fell off banana boat,3 m [10'] shark
4377.0,2001.08.05,USA,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",Unprovoked,,
4376.0,2001.08.04,BAHAMAS,Grand Bahama Island,Freeport,Unprovoked,Swimming,
4375.0,2001.08.03,ITALY,,Rimini,Boating,Fishing,
4374.0,2001.07.26,USA,South Carolina,"Myrtle Beach, Horry County",Unprovoked,,
4373.0,2001.07.25,USA,Florida,"Taverniier, Monroe County",Unprovoked,,
4372.0,2001.07.24,USA,Florida,"Marathon , Monroe County",Unprovoked,,nurse shark
4371.0,2001.07.21,USA,Massachusetts,Chatham Island,Boating,Fishing,"mako shark, 14'"
4370.0,2001.07.15,USA,Florida,"Santa Rosa Island, Escambia County",Unprovoked,Surfing,
4369.0,2001.07.15,USA,Florida,"Amelia Island, Nassau County",Unprovoked,Boogie boarding,0.9 m  [3'] shark
4368.0,2001.07.06,MEXICO,Baja California,Ensenada,Unprovoked,Surfing,
4367.0,2001.07.06,USA,Florida,Gulf Islands National Seashore,Unprovoked,Swimming,"bull shark, 2.3 m [7.5']"
4366.0,2001.07.03,USA,South Carolina,"Isle of Palms, Charleston County ",Unprovoked,,
4365.0,2001.07.00,USA,Georgia,"Jekyll Island, Glynn County",Unprovoked,Floating face-down in knee-deep water,
4364.0,2001.06.12,USA,Texas,Padre Island National Seashore,Unprovoked,Swimming,1.5 m [5'] shark
4363.0,2001.06.10,USA,California,Catalina Island,Provoked,Spearfishing,"white shark, 2.4 m to 3 m [8' to 10']"
4362.0,2001.06.09,AUSTRALIA,New South Wales,Lord Howe Island (island group 440 miles northeast of Sydney),Invalid,Hiking on the beach,not valid
4361.0,2001.06.03,USA,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",Unprovoked,Wading,2' shark
4360.0,2001.05.29,USA,Texas,Galveston Island,Unprovoked,,
4359.0,2001.05.23,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Unprovoked,Swimming,1.2 m to 1.5 m [4.5' to 5'] shark
4358.0,2001.05.20,USA,South Carolina,"Fripp Island, Beaufort County",Unprovoked,Swimming,
4357.0,2001.05.18,PHILIPPINES,Zamboanga del Sur Province,,Provoked,Shark fishing,
4356.0,2001.05.11,MADAGASCAR,,Shipwrecked Ferry M/V Samsonnette,Invalid,,not valid
4355.0,2001.05.08,SOUTH AFRICA,Eastern Cape Province,East London,Unprovoked,Surfing,"white shark, 2.7 m to 3 m [9' to 10']"
4354.0,2001.05.04,AUSTRALIA,New South Wales,Noraville,Unprovoked,Surfing,
4353.0,2001.05.03,USA,Florida,"Jacksonville, Duval County",Unprovoked,Surfing,1.2 m to 1.5 m [4' to 5'] shark
4352.0,2001.05.00,FIJI,Taveuni,,Unprovoked,"Spearfishing, carrying his catch",
4351.0,2001.04.28,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Boogie boarding,
4350.0,2001.04.13,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
4349.0,2001.04.13,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,possibly a juvenile blacktip or spinner shark
4348.0,2001.04.12,USA,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",Unprovoked,,
4347.0,2001.04.12,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,
4346.0,2001.04.12,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,possibly a juvenile blacktip or spinner shark
4345.0,2001.04.12,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Body boarding,possibly a juvenile blacktip or spinner shark
4344.0,2001.04.12,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",Unprovoked,Surfing,possibly a 1.5 m [5'] blacktip or spinner shark
4343.0,2001.04.11,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,possibly a juvenile blacktip or spinner shark
4342.0,2001.04.11,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",Unprovoked,Surfing,
4341.0,2001.04.11,USA,Hawaii,"Ewa Beach, O'ahu",Unprovoked,Surfing,"1 m shark, possibly whitetip reef shark"
4340.0,2001.04.10,USA,Florida,"New Smyrna Beach, Volusia County",Unprovoked,Surfing,possibly a juvenile blacktip or spinner shark
4339.0,2001.04.08,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,Unprovoked,Surfing,"white shark, 2.7 m [9']"
4338.0,2001.04.08,AUSTRALIA,New South Wales,Bronte Beach,Provoked,Snorkeling,wobbegong shark
4337.0,2001.04.05,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Unprovoked,Standing alongside surfboard,"""small shark"""
4336.0,2001.04.02,BRAZIL,Rio Grande de Norte,"Praia de Camapum, Macau",Unprovoked,Batin,
4335.0,2001.04.02,AUSTRALIA,New South Wales,Nambucca River Entrance,Unprovoked,Surfing,bronze whaler shark
4334.0,2001.03.23,USA,Hawaii,"Sandy Beach, Oahu",Unprovoked,Body-boarding,
4333.0,2001.03.09,USA,Florida,"Coral Cove Park, Jupiter Island, Martin County",Unprovoked,Surfing,"spinner shark, 1.2 m to 1.5 m [4' to 5']"
4332.0,2001.03.08,BRAZIL,Bahia,Nova Vicosa,Invalid,Attempting to catch a crocodile,not valid
4331.0,2001.03.03,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Unprovoked,Swimming,
4330.0,2001.03.00,CARIBBEAN SEA,,Between St. Maarten & Anguilla,Sea Disaster,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,"tiger shark, 8'"
4329.0,2001.02.26,AUSTRALIA,Western Australia,Albany (incident took place 200 metres from swimmers),Boating,Fishing for whiting,"white shark, 5 m [16.5']"
4328.0,2001.02.11,MALAYSIA,Off the western coast of peninsular Malaysia,Pulau Pangkor (Pangkor Island),Invalid,Unknown,not valid
4327.0,2001.02.04,AUSTRALIA,New South Wales,Broome Head,Unprovoked,Surfing,"bronze whaler shark, 2.5 m [8.25']  k"
4326.0,2001.01.24,AUSTRALIA,New South Wales,South West Rocks,Boating,Kayaking,5 m shark
4325.0,2001.01.24,CUBA,Holquin Province,Off Blau Costa Verde resort,Unprovoked,Swimming,2 m [6.75'] shark
4324.0,2001.01.21,AUSTRALIA,South Australia,Adelaide,Boating,Fishing,"white shark, 4.3 m [14']"
4323.0,2001.01.09,USA,California,"Sunset Cliffs, San Diego",Unprovoked,Surfing,"1.8 m to 2.4 m [6' to 8'] ""black finned shark"""
4322.0,2001.01.06,NEW ZEALAND,North Island,Sandy Bay/Whananaki,Boating,Kayaking,white shark
4321.0,2000.12.24,AUSTRALIA,Queensland,Flinders Cay,Unprovoked,Scuba diving,
4320.0,2000.12.12,FIJI,Taveuni,Garden Island Resort,Unprovoked,Swimming back from anchored sailboat,6 m [20'] shark
4319.0,2000.12.11,AUSTRALIA,South Australia,"3 km off Port Victoria, Yorke Peninsula",Boating,Fishing for whiting,"white shark, 4.5 m [14'9""]"
4318.0,2000.12.05,CANADA,New Brunswick,Bay of Fundy,Unprovoked,Diving for sea urchins,"porbeagle shark, 3 m [10']rk"
4317.0,2000.12.03,AUSTRALIA,Queensland,"Sykes Reef, Great Barrier Reef",Unprovoked,Spearfishing,"bronze whaler shark, 2.5 m [8.25']"
4316.0,2000.12.00,NEW ZEALAND,Cook Islands,"Arorangi, Rarotonga",Unprovoked,Surfing,
4315.0,2000.11.21,AUSTRALIA,Queensland,Orpheus Island,Unprovoked,Diving (shell maintenance),"tiger shark, 4 m"
4314.0,2000.11.20,AUSTRALIA,South Australia,Ceduna,Invalid,Shipwrecked,not valid
4313.0,2000.11.18,USA,Florida,"Bonita Springs, Lee County",Unprovoked,Swimming,1.2 m to 1.8 m [4' to 6'] shark
